PUMA20,PUMA20_name,CZ20,CZ20_name,pop_overlap,share_of_PUMA20,afactor,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_state_fips,PUMA20_state
G28000400,"Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties PUMA",12,NA,0.6809443831443787,4.768816586066796e-6,4.768816586066796e-6,142791.06165121042,1,100,5070,building_footprint_area,28,MS
G13002600,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,6,NA,118820.91799021466,0.9999946669643691,0.9999946669643691,118821.55166978342,26071,100,5070,building_footprint_area,13,GA
G01001401,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA",5,NA,117781.94785268907,1,1,117781.94785268907,17682,100,5070,building_footprint_area,01,AL
G01001403,Birmingham City PUMA,5,NA,186346.9448733176,1,1,186346.9448733176,13828,100,5070,building_footprint_area,01,AL
G01001404,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA",5,NA,183872.40945322206,1,1,183872.40945322206,15937,100,5070,building_footprint_area,01,AL
G28000600,"Golden Triangle Region--Columbus, Starkville, & West Point Cities PUMA",302,NA,174156.19503968768,0.999883370417109,0.999883370417109,174176.50917330198,48594,100,5070,building_footprint_area,28,MS
G01001501,"Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA",5,NA,137123.33562658355,1,1,137123.33562658355,15146,100,5070,building_footprint_area,01,AL
G01001201,Tuscaloosa County (Outer)--Northport City (North & West) PUMA,4,NA,100069.43732559867,0.9998747118730911,0.9998747118730911,100081.9764089603,21865,100,5070,building_footprint_area,01,AL
G01001502,Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA,5,NA,129824.68563060835,1,1,129824.68563060835,32456,100,5070,building_footprint_area,01,AL
G01001100,West Alabama PUMA,4,NA,94878.88254230679,0.7592223424470115,0.7592223424470115,124968.50690208538,34521,100,5070,building_footprint_area,01,AL
G13002700,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",6,NA,11398.861674623564,0.11281312698013776,0.11281312698013776,101041.97959720134,5243,100,5070,building_footprint_area,13,GA
G01001201,Tuscaloosa County (Outer)--Northport City (North & West) PUMA,5,NA,12.539083361625671,1.252881269089631e-4,1.252881269089631e-4,100081.9764089603,2,100,5070,building_footprint_area,01,AL
G01001202,Tuscaloosa & Northport (Southeast) Cities PUMA,4,NA,125222.00444879569,1,1,125222.00444879569,9546,100,5070,building_footprint_area,01,AL
G01002000,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA",7,NA,53684.82699886849,0.465752557251312,0.465752557251312,115264.69616333442,15053,100,5070,building_footprint_area,01,AL
G01002000,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA",6,NA,51311.240346926264,0.4451600711653836,0.4451600711653836,115264.69616333442,17786,100,5070,building_footprint_area,01,AL
G13002700,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",7,NA,89643.11792257777,0.8871868730198622,0.8871868730198622,101041.97959720134,22026,100,5070,building_footprint_area,13,GA
G01001100,West Alabama PUMA,302,NA,5.296947658061981,4.238626026165309e-5,4.238626026165309e-5,124968.50690208538,2,100,5070,building_footprint_area,01,AL
G01002201,Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA,7,NA,104353.99745318992,0.9999915014705957,0.9999915014705957,104354.88431624277,19505,100,5070,building_footprint_area,01,AL
G01002101,Lee County (West)--Auburn & Opelika Cities PUMA,7,NA,126703.15647219121,1,1,126703.15647219121,15893,100,5070,building_footprint_area,01,AL
G01001901,Elmore & Montgomery (South & Far East) Counties PUMA,1,NA,100023.27306346036,1,1,100023.27306346036,27173,100,5070,building_footprint_area,01,AL
G01001700,"Autauga, Dallas, Lowndes & Perry Counties PUMA",4,NA,46473.4724070722,0.40329300695377895,0.40329300695377895,115235.00682073191,12292,100,5070,building_footprint_area,01,AL
G01001700,"Autauga, Dallas, Lowndes & Perry Counties PUMA",1,NA,68761.53441365971,0.5967069930462211,0.5967069930462211,115235.00682073191,17666,100,5070,building_footprint_area,01,AL
G28001400,"East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties PUMA",4,NA,0.4444666802883148,3.7894827109494965e-6,3.7894827109494965e-6,117289.53901915252,1,100,5070,building_footprint_area,28,MS
G01001802,Montgomery City (East) & Pike Road Town (Northwest) PUMA,1,NA,105465.63482022285,1,1,105465.63482022285,8984,100,5070,building_footprint_area,01,AL
G01001801,Montgomery City (West) PUMA,1,NA,109101.12972159125,1,1,109101.12972159125,10271,100,5070,building_footprint_area,01,AL
G01002000,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA",1,NA,10268.628817539662,0.08908737158330447,0.08908737158330447,115264.69616333442,3485,100,5070,building_footprint_area,01,AL
G01002201,Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA,3,NA,0.8868630528450012,8.498529404310418e-6,8.498529404310418e-6,104354.88431624277,1,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",3,NA,25049.361656102585,0.19676226651101464,0.19676226651101464,127307.75112666399,8232,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",7,NA,0.25499486923217773,2.0029799205114564e-6,2.0029799205114564e-6,127307.75112666399,1,100,5070,building_footprint_area,01,AL
G01002600,Southwest Alabama PUMA,9,NA,12549.830641649198,0.09735725231910435,0.09735725231910435,128904.93869439815,6732,100,5070,building_footprint_area,01,AL
G01002600,Southwest Alabama PUMA,2,NA,48650.814268070506,0.37741621663860064,0.37741621663860064,128904.93869439815,21864,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",1,NA,64820.385021198075,0.509162909937082,0.509162909937082,127307.75112666399,24644,100,5070,building_footprint_area,01,AL
G01002300,"Houston, Geneva & Henry Counties--Dothan City PUMA",3,NA,150243.9014186142,0.9999668456322282,0.9999668456322282,150248.8828253327,38761,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",2,NA,3.5807528495788574,2.8126746548340262e-5,2.8126746548340262e-5,127307.75112666399,1,100,5070,building_footprint_area,01,AL
G01001100,West Alabama PUMA,2,NA,1.3755154609680176,1.1006896817977937e-5,1.1006896817977937e-5,124968.50690208538,1,100,5070,building_footprint_area,01,AL
G01002600,Southwest Alabama PUMA,11,NA,67639.52519698488,0.5247240787053281,0.5247240787053281,128904.93869439815,25742,100,5070,building_footprint_area,01,AL
G01002400,Coffee & Dale Counties PUMA,3,NA,101933.16795864038,1,1,101933.16795864038,26583,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",11,NA,37430.96098237811,0.2940194972506931,0.2940194972506931,127307.75112666399,15359,100,5070,building_footprint_area,01,AL
G28001700,"South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties PUMA",304,NA,115948.17747715698,0.8964888144311726,0.8964888144311726,129335.88864767575,44915,100,5070,building_footprint_area,28,MS
G13003900,Southwest Georgia Regional Commission (West & Central) PUMA,3,NA,16256.601497589145,0.1354252292701467,0.1354252292701467,120041.15913409623,6213,100,5070,building_footprint_area,13,GA
G01002701,"Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA",2,NA,115070.30367005034,0.99968424776453,0.99968424776453,115106.64885174274,19914,100,5070,building_footprint_area,01,AL
G01002600,Southwest Alabama PUMA,305,NA,7.874020099639893,6.108392881910641e-5,6.108392881910641e-5,128904.93869439815,2,100,5070,building_footprint_area,01,AL
G28001700,"South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties PUMA",305,NA,13387.71117051877,0.10351118556882748,0.10351118556882748,129335.88864767575,5855,100,5070,building_footprint_area,28,MS
G01002300,"Houston, Geneva & Henry Counties--Dothan City PUMA",94,NA,4.981406718492508,3.315436777179563e-5,3.315436777179563e-5,150248.8828253327,4,100,5070,building_footprint_area,01,AL
G12005998,"Holmes, Walton, & Washington Counties PUMA",94,NA,44598.26518272469,0.3851061093684822,0.3851061093684822,115807.73220102722,18036,100,5070,building_footprint_area,12,FL
G01002801,Mobile County (Outer)--Prichard & Saraland Cities PUMA,2,NA,138334.3241031943,0.9996334879219261,0.9996334879219261,138385.04389320593,30950,100,5070,building_footprint_area,01,AL
G01002500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",100,NA,3.2077192664146423,2.5196574741337968e-5,2.5196574741337968e-5,127307.75112666399,3,100,5070,building_footprint_area,01,AL
G12005998,"Holmes, Walton, & Washington Counties PUMA",100,NA,71205.84933305904,0.614862651912179,0.614862651912179,115807.73220102722,17579,100,5070,building_footprint_area,12,FL
G12009101,Okaloosa County (North) PUMA,100,NA,107800.61739019118,0.9999900787763493,0.9999900787763493,107801.68691483699,15851,100,5070,building_footprint_area,12,FL
G01002600,Southwest Alabama PUMA,100,NA,56.89456759393215,4.413684081477681e-4,4.413684081477681e-4,128904.93869439815,24,100,5070,building_footprint_area,01,AL
G12011300,Santa Rosa County PUMA,100,NA,184037.97385767475,1,1,184037.97385767475,26954,100,5070,building_footprint_area,12,FL
G12003301,Escambia County (North) PUMA,100,NA,101863.60683740396,1,1,101863.60683740396,16452,100,5070,building_footprint_area,12,FL
G01002801,Mobile County (Outer)--Prichard & Saraland Cities PUMA,305,NA,3.585607349872589,2.591036754405095e-5,2.591036754405095e-5,138385.04389320593,3,100,5070,building_footprint_area,01,AL
G01002803,Mobile City (East) PUMA,2,NA,145517.66547322762,0.9998320876710756,0.9998320876710756,145542.10378683102,12482,100,5070,building_footprint_area,01,AL
G28001900,"South Region--George, Hancock, Pearl River & Stone Counties PUMA",305,NA,88374.19193900097,0.6126484213511525,0.6126484213511525,144249.4403953543,26742,100,5070,building_footprint_area,28,MS
G01002802,Mobile City (West) & Tillmans Corner CDP PUMA,2,NA,129475.6989225191,0.9999427353151302,0.9999427353151302,129483.11373222293,13485,100,5070,building_footprint_area,01,AL
G28002100,South Region--Jackson County PUMA,2,NA,24.58215242624283,1.7226571241908415e-4,1.7226571241908415e-4,142699.04371010244,13,100,5070,building_footprint_area,28,MS
G28002100,South Region--Jackson County PUMA,305,NA,142569.31495631556,0.9990908926197821,0.9990908926197821,142699.04371010244,24209,100,5070,building_footprint_area,28,MS
G01002702,"Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA",2,NA,110261.35318769887,0.9988699083400191,0.9988699083400191,110386.09959823266,22372,100,5070,building_footprint_area,01,AL
G29002400,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties PUMA",56,NA,43541.379971880466,0.3913194929022231,0.3913194929022231,111268.10895351926,9218,100,5070,building_footprint_area,29,MO
G05000500,Northeast Arkansas PUMA,46,NA,94198.67138429871,0.8457970439142402,0.8457970439142402,111372.66565553285,29784,100,5070,building_footprint_area,05,AR
G05000500,Northeast Arkansas PUMA,313,NA,1.2992967814207077,1.1666208883240106e-5,1.1666208883240106e-5,111372.66565553285,2,100,5070,building_footprint_area,05,AR
G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",313,NA,68610.10439733602,0.58256592327221135,0.58256592327221135,117772.25830848515,28511,100,5070,building_footprint_area,29,MO
G05000500,Northeast Arkansas PUMA,319,NA,0.9181650280952454,8.244078766463754e-6,8.244078766463754e-6,111372.66565553285,2,100,5070,building_footprint_area,05,AR
G05000500,Northeast Arkansas PUMA,52,NA,17171.776809424628,0.15418304579811012,0.15418304579811012,111372.66565553285,8382,100,5070,building_footprint_area,05,AR
G29002600,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",319,NA,101824.39700560272,0.9239331804219638,0.9239331804219638,110207.53357845545,47396,100,5070,building_footprint_area,29,MO
G05000400,"Independence, Cleburne & Van Buren Counties PUMA",52,NA,75338.73502403242,0.6523131673911576,0.6523131673911576,115494.7328831947,32242,100,5070,building_footprint_area,05,AR
G05000400,"Independence, Cleburne & Van Buren Counties PUMA",319,NA,0.9922263026237488,8.591095696348631e-6,8.591095696348631e-6,115494.7328831947,2,100,5070,building_footprint_area,05,AR
G05000300,"Baxter, Boone & Carroll Counties PUMA",41,NA,58027.822345920606,0.37505132318735385,0.37505132318735385,154719.68436952634,21822,100,5070,building_footprint_area,05,AR
G29002600,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",41,NA,8380.585095170885,0.07604366800573434,0.07604366800573434,110207.53357845545,5822,100,5070,building_footprint_area,29,MO
G05000300,"Baxter, Boone & Carroll Counties PUMA",43,NA,72469.30417373008,0.4683909773280514,0.4683909773280514,154719.68436952634,29891,100,5070,building_footprint_area,05,AR
G05000300,"Baxter, Boone & Carroll Counties PUMA",310,NA,52.02274464070797,3.362386942081585e-4,3.362386942081585e-4,154719.68436952634,24,100,5070,building_footprint_area,05,AR
G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",310,NA,120909.71741408994,0.8396283419315599,0.8396283419315599,144003.85429574456,38920,100,5070,building_footprint_area,29,MO
G05000101,Benton County (Outer) PUMA,310,NA,2.9122049808502197,1.7065632848812034e-5,1.7065632848812034e-5,170647.34760498162,3,100,5070,building_footprint_area,05,AR
G05000101,Benton County (Outer) PUMA,42,NA,170639.5663301861,0.9999544014313452,0.9999544014313452,170647.34760498162,35408,100,5070,building_footprint_area,05,AR
G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",42,NA,23088.735061613377,0.1603341464332991,0.1603341464332991,144003.85429574456,9335,100,5070,building_footprint_area,29,MO
G40020500,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities PUMA",439,NA,122836.5186638101,0.9998504651894488,0.9998504651894488,122854.88974647364,43090,100,5070,building_footprint_area,40,OK
G05000102,Benton County (Central)--Bentonville & Rogers Cities PUMA,42,NA,113230.73922993056,1,1,113230.73922993056,9090,100,5070,building_footprint_area,05,AR
G05000101,Benton County (Outer) PUMA,439,NA,2.843338370323181,1.666207187061006e-5,1.666207187061006e-5,170647.34760498162,3,100,5070,building_footprint_area,05,AR
G05000101,Benton County (Outer) PUMA,43,NA,2.0257314443588257,1.1870863935418645e-5,1.1870863935418645e-5,170647.34760498162,3,100,5070,building_footprint_area,05,AR
G05000300,"Baxter, Boone & Carroll Counties PUMA",42,NA,16468.69043441303,0.10644211498699717,0.10644211498699717,154719.68436952634,9850,100,5070,building_footprint_area,05,AR
G05000201,Washington County (Outer)--Springdale City PUMA,42,NA,139877.90483406652,0.9999670005521576,0.9999670005521576,139882.52088001836,25943,100,5070,building_footprint_area,05,AR
G40020500,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities PUMA",42,NA,12.909104406833649,1.0507603265505502e-4,1.0507603265505502e-4,122854.88974647364,3,100,5070,building_footprint_area,40,OK
G05000300,"Baxter, Boone & Carroll Counties PUMA",52,NA,0.5294948369264603,3.422284883039419e-6,3.422284883039419e-6,154719.68436952634,2,100,5070,building_footprint_area,05,AR
G05000202,Washington County (Central)--Fayetteville City PUMA,42,NA,105577.31420022994,1,1,105577.31420022994,10869,100,5070,building_footprint_area,05,AR
G05000600,East Arkansas PUMA,56,NA,40141.456627597334,0.26331330293737787,0.26331330293737787,152447.50713238335,6454,100,5070,building_footprint_area,05,AR
G05000300,"Baxter, Boone & Carroll Counties PUMA",47,NA,7696.876672242768,0.049747236129695394,0.049747236129695394,154719.68436952634,4875,100,5070,building_footprint_area,05,AR
G05000700,Craighead & Poinsett Counties PUMA,46,NA,133577.90731170482,0.9999795929995521,0.9999795929995521,133580.63329174824,20977,100,5070,building_footprint_area,05,AR
G05000201,Washington County (Outer)--Springdale City PUMA,433,NA,4.616045951843262,3.299944784239762e-5,3.299944784239762e-5,139882.52088001836,8,100,5070,building_footprint_area,05,AR
G40020600,"East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities PUMA",433,NA,66031.66270190757,0.6280854923990877,0.6280854923990877,105131.64768332336,23491,100,5070,building_footprint_area,40,OK
G05000800,"White, Lonoke & Woodruff Counties PUMA",53,NA,99476.86118141189,0.8689249300112546,0.8689249300112546,114482.68745163456,27751,100,5070,building_footprint_area,05,AR
G05000400,"Independence, Cleburne & Van Buren Counties PUMA",47,NA,40154.878935244866,0.34767714451407405,0.34767714451407405,115494.7328831947,19775,100,5070,building_footprint_area,05,AR
G05000300,"Baxter, Boone & Carroll Counties PUMA",54,NA,4.438503742218018,2.8687388810962618e-5,2.8687388810962618e-5,154719.68436952634,2,100,5070,building_footprint_area,05,AR
G05001100,"Sebastian, Crawford & Franklin Counties PUMA",50,NA,204304.42324359535,0.9998051313785898,0.9998051313785898,204344.2435246241,41586,100,5070,building_footprint_area,05,AR
G05001000,"Pope, Johnson & Conway Counties PUMA",54,NA,108536.48430764885,0.8406537484519789,0.8406537484519789,129109.61796995881,32749,100,5070,building_footprint_area,05,AR
G05001000,"Pope, Johnson & Conway Counties PUMA",43,NA,0.5243291854858398,4.0611163887715984e-6,4.0611163887715984e-6,129109.61796995881,1,100,5070,building_footprint_area,05,AR
G05000700,Craighead & Poinsett Counties PUMA,53,NA,1.5542428493499756,1.1635240910674638e-5,1.1635240910674638e-5,133580.63329174824,1,100,5070,building_footprint_area,05,AR
G05000800,"White, Lonoke & Woodruff Counties PUMA",46,NA,0.22146569192409515,1.934490680240693e-6,1.934490680240693e-6,114482.68745163456,1,100,5070,building_footprint_area,05,AR
G05000800,"White, Lonoke & Woodruff Counties PUMA",52,NA,1.8915452361106873,1.652254396028052e-5,1.652254396028052e-5,114482.68745163456,2,100,5070,building_footprint_area,05,AR
G05000700,Craighead & Poinsett Counties PUMA,56,NA,1.1717371940612793,8.771759537193793e-6,8.771759537193793e-6,133580.63329174824,1,100,5070,building_footprint_area,05,AR
G05000600,East Arkansas PUMA,39,NA,64513.12597324565,0.4231825576342375,0.4231825576342375,152447.50713238335,16182,100,5070,building_footprint_area,05,AR
G05000600,East Arkansas PUMA,46,NA,2.1158337593078613,1.3879097133877695e-5,1.3879097133877695e-5,152447.50713238335,1,100,5070,building_footprint_area,05,AR
G05000600,East Arkansas PUMA,51,NA,47790.80869778106,0.3134902603312507,0.3134902603312507,152447.50713238335,5573,100,5070,building_footprint_area,05,AR
G05001000,"Pope, Johnson & Conway Counties PUMA",49,NA,20572.609333124477,0.15934219043163234,0.15934219043163234,129109.61796995881,8774,100,5070,building_footprint_area,05,AR
G05001200,West Arkansas PUMA,50,NA,30759.992739032023,0.23177145266598484,0.23177145266598484,132716.91739949305,15331,100,5070,building_footprint_area,05,AR
G05000900,Faulkner & Lonoke Counties PUMA,49,NA,196089.77604281437,0.9999884015847852,0.9999884015847852,196092.05039983522,39614,100,5070,building_footprint_area,05,AR
G05000400,"Independence, Cleburne & Van Buren Counties PUMA",49,NA,0.1266976147890091,1.09699907195893e-6,1.09699907195893e-6,115494.7328831947,1,100,5070,building_footprint_area,05,AR
G05001100,"Sebastian, Crawford & Franklin Counties PUMA",443,NA,39.82028102874756,1.9486862141017002e-4,1.9486862141017002e-4,204344.2435246241,10,100,5070,building_footprint_area,05,AR
G40022100,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities PUMA",443,NA,68658.24477658095,0.5547261378321084,0.5547261378321084,123769.62269147811,29182,100,5070,building_footprint_area,40,OK
G05001200,West Arkansas PUMA,54,NA,0.4464532434940338,3.363951274954335e-6,3.363951274954335e-6,132716.91739949305,1,100,5070,building_footprint_area,05,AR
G40022100,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities PUMA",50,NA,2.3260355591773987,1.879326694705641e-5,1.879326694705641e-5,123769.62269147811,3,100,5070,building_footprint_area,40,OK
G05000800,"White, Lonoke & Woodruff Counties PUMA",39,NA,15003.71325929463,0.13105661295410487,0.13105661295410487,114482.68745163456,5998,100,5070,building_footprint_area,05,AR
G05001400,"Saline, Grant & Perry Counties PUMA",49,NA,149938.13174670376,0.9999926297746186,0.9999926297746186,149939.23683267273,33976,100,5070,building_footprint_area,05,AR
G05001501,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA",49,NA,200281.00199542497,1,1,200281.00199542497,27318,100,5070,building_footprint_area,05,AR
G05000900,Faulkner & Lonoke Counties PUMA,39,NA,2.27435702085495,1.1598415214780483e-5,1.1598415214780483e-5,196092.05039983522,2,100,5070,building_footprint_area,05,AR
G05001502,Pulaski County (Central)--Little Rock City PUMA,49,NA,197397.88070347998,1,1,197397.88070347998,14450,100,5070,building_footprint_area,05,AR
G05001300,West Central Arkansas PUMA,45,NA,172027.14352301625,0.999918239016987,0.999918239016987,172041.20978144673,46913,100,5070,building_footprint_area,05,AR
G05001300,West Central Arkansas PUMA,49,NA,14.066258430480957,8.176098301302396e-5,8.176098301302396e-5,172041.20978144673,3,100,5070,building_footprint_area,05,AR
G40022100,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities PUMA",57,NA,55109.05187933799,0.44525506890094446,0.44525506890094446,123769.62269147811,25052,100,5070,building_footprint_area,40,OK
G05001200,West Arkansas PUMA,57,NA,34827.81502633635,0.2624218201324,0.2624218201324,132716.91739949305,16382,100,5070,building_footprint_area,05,AR
G05001600,Southeast Arkansas PUMA,39,NA,17031.067655255087,0.09898989566352612,0.09898989566352612,172048.54638037935,5092,100,5070,building_footprint_area,05,AR
